OBJECTID,Date,Inspector,Protection,Population,Tag_number,Year,Health,Secondary Pads,Tertiary Pads,Quaternary Pads,Length,Width,Monitor,Notes,GlobalID,x,y
129,8/13/2018 15:18,Brooke Wainwright,Rebar,Lobos,30,2012-2013,0,,,,,,1,"No pads, rebar removed",e63d1012-d986-4061-8019-2480e0ff5dbc,-119.2181074,35.00086771
137,8/13/2018 15:30,Brooke Wainwright,Rebar,Lobos,32,2012-2013,0,,,,,,1,"Pads absent, no tag",6463bf01-b3c0-41cf-8a37-3a7ef43413b6,-119.2191471,34.99672659
167,8/13/2018 16:08,Brooke Wainwright,Rebar,Lobos,48,2012-2013,0,,,,,,1,"No pads, rebar removed",362939a3-c501-415a-a83f-59883bdd13e4,-119.2191338,34.99544348
174,8/13/2018 16:05,Brooke Wainwright,Rebar,Lobos,0,2012-2013,0,,,,,,1,pads absent,faab394c-9e1a-4cb2-91f8-f39c7366280d,-119.2188259,34.99531092
227,8/13/2018 16:54,Brooke Wainwright,Rebar,Lobos,98,2012-2013,0,,,,,,1,pads absent,1ee25a92-612d-4e7b-8ea4-c5477aed034c,-119.2192898,34.99480558
244,8/13/2018 16:28,Brooke Wainwright,Rebar,Lobos,85,2012-2013,0,,,,,,1," rebar removed, pads absent  ",03850884-6db9-40e5-b001-c6fb8ece5a63,-119.2194345,34.99528247
560,8/20/2018 15:43,Brooke Wainwright,Rebar,Muddy,182,2012-2013,0,,,,,,1,dead,8589423f-e2d0-41eb-8cc8-65da36f84c3d,-119.238634,35.02495293
92,7/21/2018 20:51,Brooke Wainwright,Rebar,San Emigdio,337,2012-2013,0,,,,,,1,,1645606b-7602-4c22-ae4f-8e4efba415b3,-119.1852527,34.98342848
764,7/21/2018 20:22,Brooke Wainwright,Rebar,San Emigdio,335,2012-2013,2,,,,,,0,,f582df0f-9983-4bb1-9ee9-438c68bc6e9f,-119.1856392,34.98327496
774,7/31/2018 17:39,Brooke Wainwright,Rebar,San Emigdio,346,2012-2013,3,,,,,,0,,dba98b9c-5239-43e3-87a8-e4a15de5bf53,-119.1727933,35.01025976
769,7/21/2018 20:18,Brooke Wainwright,Rebar,San Emigdio,310,2012-2013,4,,,,,,0,,36230938-f40c-4025-ad82-f7796f73abb2,-119.1855842,34.98298974
772,7/31/2018 17:29,Brooke Wainwright,Rebar,San Emigdio,344,2012-2013,4,,,,,,0,,07e3eb5e-536c-427b-be2a-8b01672cbfa4,-119.1728716,35.01004376
86,7/31/2018 17:29,Brooke Wainwright,Rebar,San Emigdio,341,2012-2013,5,,,,,,0,,e8bed836-9506-4db7-aa2a-72e7c8452b03,-119.1729116,35.01005135
770,7/31/2018 17:20,Brooke Wainwright,Rebar,San Emigdio,343,2012-2013,5,,,,,,0,,33dc9b49-47ae-4c3b-b018-ffa072b813bb,-119.1726689,35.01020053
83,7/31/2018 17:36,Brooke Wainwright,Rebar,San Emigdio,345,2012-2013,,,,,,,0,,45a32b07-212a-4961-bce4-952159d12af0,-119.1727774,35.01027407
89,7/21/2018 21:02,Brooke Wainwright,Rocks,San Emigdio,0,2012-2013,,,,,,,1, not found,2404e8eb-bdc5-46c8-ac77-20800fb056c4,-119.1855419,34.98355975
347,,JV,Rebar,Historic,140,2012-2013,,,,,,,0,,428ab271-5fcd-4087-824a-e36b8228f2c0,-119.0870959,35.01987053
349,,JV,Rebar,Historic,137,2012-2013,,,,,,,0,,6d45cdbc-eeaf-4615-9775-e9e7b5a665db,-119.0872238,35.01976734
353,,JV,Rebar,Historic,192,2012-2013,,,,,,,0,,1e351020-d3d9-4e12-a4d9-f614dadcd0bc,-119.087566,35.01994553
354,,JV,Rebar,Historic,191,2012-2013,,,,,,,0,,cf809949-219b-4fa0-8905-6312fe430d25,-119.0875688,35.01993192
356,,JV,Rebar,Historic,187,2012-2013,,,,,,,0,,e6b0a5b5-9121-43df-b0ee-a5718236aad7,-119.0875721,35.01963877
360,,JV,Rebar,Historic,31,2012-2013,,,,,,,0,,b17c5c56-f04b-451d-9f36-3695707b7092,-119.0876535,35.01930319
363,,JV,Rebar,Historic,497,2012-2013,,,,,,,0,,b322e8be-d6c1-4f7f-8c62-7524924f72c8,-119.0876572,35.01909336
366,,JV,Rebar,Historic,479,2012-2013,,,,,,,0,,0f8faed6-70da-472b-9ab2-077cd4910726,-119.0876106,35.01880943
374,,JV,Rebar,Historic,32,2012-2013,,,,,,,0,,d5c3c245-c14f-46b9-a8fd-188d61d2481a,-119.0874761,35.01937603
378,,JV,Rebar,Historic,34,2012-2013,,,,,,,0,,2be13f29-93a8-4f87-8fe8-275562685961,-119.087464,35.01949329
388,,JV,Rebar,Historic,67,2012-2013,,,,,,,0,,e1245b2f-923e-4d49-b8b0-f6659ae69531,-119.0873826,35.01954508
390,,JV,Rebar,Historic,300,2012-2013,,,,,,,0,,019f5372-0bc4-4a0a-88a5-087f50cbfac0,-119.0873654,35.01941411
391,,JV,Rebar,Historic,205,2012-2013,,,,,,,0,,7279fb94-a638-4fce-91e5-93a9767915e0,-119.0873645,35.01936766
402,,JV,Rebar,Historic,72,2012-2013,,,,,,,0,,1c505dca-2312-453a-b59e-06c1b1b3629c,-119.0871402,35.01956864
403,,JV,Rebar,Historic,70,2012-2013,,,,,,,0,,cc4b5292-292c-495f-a54f-e0acc9ccc275,-119.087185,35.01956919
404,,JV,Rebar,Historic,193,2012-2013,,,,,,,0,,c93d5da6-82aa-4294-b4fd-0e41bbacba2c,-119.08725,35.0195626
405,,JV,Rebar,Historic,71,2012-2013,,,,,,,0,,f1c91778-7812-4260-a411-1585ba17e433,-119.0871834,35.01951244
406,,JV,Rebar,Historic,73,2012-2013,,,,,,,0,,9bdf474e-7b71-4dac-8733-0cf5c9fb678d,-119.0870909,35.01954009
407,,JV,Rebar,Historic,69,2012-2013,,,,,,,0,,7699c069-8fb5-4926-bc58-ac4e4abf13b5,-119.0871201,35.01949928
410,,JV,Rebar,Historic,64,2012-2013,,,,,,,0,,cea2c9bc-c1b8-42b0-87f8-382b235cd0ef,-119.0870395,35.0195156
411,,JV,Rebar,Historic,66,2012-2013,,,,,,,0,,790760a9-d24f-43fd-af45-c76da613cf46,-119.0870981,35.01949645
418,,JV,Rebar,Historic,80,2012-2013,,,,,,,0,,bfe0d073-8b29-4a2f-a512-1e879a20f179,-119.0868456,35.01885953
420,,JV,Rebar,Historic,79,2012-2013,,,,,,,0,,6579ad2a-0b6c-403e-95fc-d57f53050f65,-119.0868157,35.01908211
422,,JV,Rebar,Historic,84,2012-2013,,,,,,,0,,3812e9d0-e8f7-4616-ae78-2d1314574001,-119.0866943,35.01915274
423,,JV,Rebar,Historic,78,2012-2013,,,,,,,0,,a72f4a0f-2d4e-4bc6-9f8b-549f9a039b77,-119.0868111,35.01914963
425,,JV,Rocks and Rebar,Historic,85,2012-2013,,,,,,,0,,b692e0c9-b8bd-42d9-b072-119ef15b6c68,-119.0867475,35.01920774
128,,DC,Rebar,Lobos,19,2012-2013,,,,,,,0,Pads ansent,9c5c47d6-aa5c-4eda-adbb-9209f0b75b23,-119.2186913,35.00134708
144,,DC,Rebar,Lobos,43,2012-2013,,,,,,,0,,6a2479d2-862c-4abe-a157-acf4a9d599c3,-119.2190217,34.99599716
147,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,"No pads, rebar down",539449fb-061c-4bc7-b666-77c057a27d4d,-119.2191329,34.99619218
148,,DC,Rebar,Lobos,40,2012-2013,,,,,,,0,,9a6d29da-7afc-4609-b9bc-41ef258eb35a,-119.2191286,34.99626262
165,,DC,Rebar,Lobos,60,2012-2013,,,,,,,0,,0dcfebe0-b8f5-4cd0-9166-ae0faf4a1ce8,-119.2189982,34.99557911
168,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,,3ac91ce4-a7e8-439c-a7dc-ef2c360821f1,-119.2190514,34.99543979
169,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,,6d91cc58-0153-462e-bcee-75a544a74638,-119.2190073,34.9953604
171,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,b3e5a724-92c0-4b44-930a-470776acf114,-119.2189227,34.99535671
172,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,30e0782b-e914-4cf2-bf6b-f6483da5896a,-119.218892,34.99528208
173,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,,836c9a31-3003-4847-9c65-af593c2e0d97,-119.2187885,34.99540267
175,,DC,Rebar,Lobos,67,2012-2013,,,,,,,0,,40ceaa46-51be-44d8-ab33-8eaa4ca13c81,-119.2188784,34.99521731
176,,DC,Rebar,Lobos,64,2012-2013,,,,,,,0,pads absent,f881f9c0-34ae-4dd0-81d9-eebe058f92ca,-119.2189372,34.9952134
177,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,f241568c-5e77-478c-a93b-229a97b59d98,-119.2189959,34.99516715
178,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absrnt,168ad7ef-e9c5-448e-9ea4-5bd73765df45,-119.2189657,34.99513603
179,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,4ab01bba-4f6e-49fc-8361-75e6ee11238e,-119.2190416,34.99534924
180,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,7c1edc25-3a1c-4cf5-ae84-2bb34797a0a4,-119.2190638,34.99510531
182,,DC,Rebar,Lobos,71,2012-2013,,,,,,,0,,468f6828-4104-4437-ba48-eba3c0a63315,-119.2190905,34.99502064
189,,DC,Rebar,Lobos,78,2012-2013,,,,,,,0,pads misding,f36b02a2-8f23-4202-8d13-c8b41adc6c49,-119.2191598,34.9949743
190,,DC,Rebar,Lobos,81,2012-2013,,,,,,,0,,99d40509-47d4-4c68-bb2a-306470c6d918,-119.2192751,34.99505113
192,,DC,Rebar,Lobos,79,2012-2013,,,,,,,0,,879c8895-f282-4dc3-b7da-f4eb13778d4a,-119.2192896,34.99494984
195,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,pads absent,2d6ac7ae-f560-4d45-b155-ffaca9962349,-119.2194001,34.99512823
223,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,,252ab797-13f0-4cd5-815a-94980bb97c69,-119.2192881,34.99463356
224,,DC,Rebar,Lobos,95,2012-2013,,,,,,,0,,d5a51a42-4cb7-4e06-b335-68b19383c7d6,-119.2192828,34.99470415
235,,DC,Rebar,Lobos,82,2012-2013,,,,,,,0,,c89f3a79-8fec-40b7-a303-0427405c21ed,-119.2194426,34.99503752
241,,DC,Rebar,Lobos,0,2012-2013,,,,,,,0,,d21674a3-9e0e-4d24-a151-304011fc0c32,-119.2195398,34.9953272
245,,DC,Rebar,Lobos,86,2012-2013,,,,,,,0,,8b7ca3f3-db8f-40e7-b568-da0bd82edda2,-119.2194301,34.99537226
247,,DC,Rebar,Lobos,87,2012-2013,,,,,,,0,No pads,2a3d09d1-eb88-40b6-bd7d-ab7093b1416d,-119.2194599,34.99543698
2,,DC,Rocks,San Emigdio,29,2012-2013,,,,,,,1,,73b51095-076c-4daa-9422-64b45213aabc,-119.1804019,34.99299273
3,,DC,Rocks,San Emigdio,30,2012-2013,,,,,,,0,rebar on side,2be153d2-c05b-4e7f-9aca-49351a79ddac,-119.1804019,34.99299273
6,,DC,Rebar,San Emigdio,28,2012-2013,,,,,,,0,rebar on side,7e784cb5-3bd1-45d7-9266-e9b48f69c8f5,-119.180441,34.9931092
8,,DC,Rebar,San Emigdio,0,2012-2013,,,,,,,0,"rebar on side, missing tag",8c0a1bdd-340a-4106-9cf5-7430e6d37439,-119.1804569,34.99292843
9,,DC,None,San Emigdio,24,2012-2013,,,,,,,0,,9fdde89a-45e1-460d-be9c-ac3beb6995a0,-119.1804253,34.99290053
24,,GA,Rebar,San Emigdio,4605,2012-2013,,,,,,,0,RE-VISIT. used to have single rebar,096ce7fc-5f32-42f5-823b-91691b9d6569,-119.180366,34.99270164
25,,GA,Rebar,San Emigdio,0,2012-2013,,,,,,,0,used to have single rebar,b05c53fe-e0e7-493f-87f5-5fb55c701586,-119.1804093,34.99271555
28,,GA,Rebar,San Emigdio,22,2012-2013,,,,,,,0,used to have double rebar protection,6068d366-9b26-4ebb-8d67-20a391113ba7,-119.1804723,34.99278921
29,,GA,Rebar,San Emigdio,55,2012-2013,,,,,,,0,,c65b6a12-797c-4d66-8787-c95e53b2a938,-119.1805004,34.99262807
49,,TB,None,San Emigdio,4,2012-2013,,,,,,,0,,3ce1ce35-82df-4bc7-ac68-a05a5b7c9d01,-119.1804618,34.99250717
103,,BW,Rebar,San Emigdio,0,2012-2013,,,,,,,0,,dbec42be-c419-45bc-ab92-9d87538c79fa,-119.1854585,34.98313255
104,,BW,Rebar,San Emigdio,0,2012-2013,,,,,,,0,,fbeca1d8-5b3d-4997-89c8-d2d2b80ab6e1,-119.1855976,34.98318066
110,,BW,Rebar,San Emigdio,306,2012-2013,,,,,,,0,,843371e2-b0c2-4846-a0ca-4b9affd9c570,-119.1855012,34.98301726
113,,BW,Rebar,San Emigdio,0,2012-2013,,,,,,,0,,e229eb50-4846-4ac5-b012-6541e61ce389,-119.1855275,34.98301765
114,,BW,Rebar,San Emigdio,307,2012-2013,,,,,,,0,,1c0dc20f-6224-4c5f-a498-45588f0709e6,-119.1855202,34.98301742
441,,BW,Rebar,,0,2012-2013,,,,,,,0,,cc9e92b3-c35d-4676-88a3-58440d61655a,-119.2384101,35.02485389
464,,EP,Rebar,,0,2012-2013,,,,,,,0,,1fb9ac32-e0de-4eba-b6e0-bc82124c32eb,-119.237467,35.02543382
466,,EP,Rocks,,0,2012-2013,,,,,,,0,,7b1a71be-a3ca-4968-ab27-fcef0840f8b1,-119.2373744,35.02550621
468,,EP,Rebar,,165,2012-2013,,,,,,,0,,3721720a-b427-4435-9f10-bfd7ce8293ea,-119.2375557,35.0261197
487,,EP,Rebar,,0,2012-2013,,,,,,,0,,2170a115-b4b0-4d53-8daf-4d3a5ab5046e,-119.2386388,35.02516179
514,,BW,Rebar,,0,2012-2013,,,,,,,0,,a6ac2c18-1d05-4c8a-a1bf-2dc73ce93f45,-119.2383225,35.02484594
520,,BW,Rebar,,0,2012-2013,,,,,,,0,evidence of flowers,2b080fd5-8c41-44a1-9230-57ab1c0f5842,-119.2381806,35.02522833
521,,BW,Rebar,,154,2012-2013,,,,,,,0,,289b7eaf-8773-48db-9e89-49b3feeeeb80,-119.238227,35.02530908
524,,BW,Rebar,,156,2012-2013,,,,,,,0,,05ff6b8d-48ab-4c5f-8964-27e9f8cf8cba,-119.2381205,35.02535948
527,,BW,Rebar,,158,2012-2013,,,,,,,0,,8c8d4399-1416-4f74-9b3b-5f9ac98ad4ff,-119.2380655,35.02547818
535,,BW,Rebar,,160,2012-2013,,,,,,,0,,6a274155-5833-4b53-8717-c61e119e1aa9,-119.2373781,35.02622137
537,,BW,Rebar,,0,2012-2013,,,,,,,0,2 secondary pads breaking through fresh sediment. primary pad completely buried,875e6c87-f773-477c-a905-3f5daf23b699,-119.2373926,35.02631395
542,,BW,Rebar,,123,2012-2013,,,,,,,0,,192789bc-b5c9-47f4-a434-cedf7af8bc57,-119.2372813,35.02649782
544,,BW,Rebar,,161,2012-2013,,,,,,,0,,3dacf968-8675-4a2a-8203-20332740d922,-119.2375102,35.02606988
545,,BW,Rebar,,0,2012-2013,,,,,,,0,,4a722baf-f4ab-4cf4-a76a-c7ed85102a2a,-119.2374863,35.02588856
546,,BW,Rebar,,110,2012-2013,,,,,,,0,rebar knocked over,f9f3add3-42da-481f-8e67-eed5b449a094,-119.2376658,35.02585191
548,,BW,Rebar,,113,2012-2013,,,,,,,0,,2f20bc3c-587e-431d-88cf-ee077fa293c7,-119.2377367,35.02576164
550,,BW,Rebar,,103,2012-2013,,,,,,,0,,c7b66493-89dd-4247-8063-a026e55a570b,-119.2373369,35.02550323
551,,BW,Rebar,,104,2012-2013,,,,,,,0,,364b79b9-235b-49a1-aede-11ebb407f7be,-119.237413,35.02546082
552,,BW,Rebar,,0,2012-2013,,,,,,,0,primary pad buried in sediment,571b7d9e-c7e7-47fb-b126-e4fa2730dc94,-119.2377943,35.02560504
554,,BW,Rebar,,0,2012-2013,,,,,,,0,,7fedb7c8-c54b-4113-bd56-ddcda4c73ff9,-119.2377716,35.0255288
555,,BW,Rebar,,0,2012-2013,,,,,,,0,dead,e65831a3-11b9-4761-ae4a-3d1b31eb166d,-119.2377263,35.0254518
598,,BW,Rebar,,0,2012-2013,,,,,,,0,,8a052d16-5744-45e3-8b99-a7111ddc56df,-119.0860789,35.01933908
600,,BW,Rebar,,0,2012-2013,,,,,,,0,,6977991f-0b45-4ea5-ac2f-a0733512817f,-119.0858763,35.01921958
601,,BW,Rebar,,198,2012-2013,,,,,,,0,tag number  H198,ae7291d7-aab7-45a0-b452-9a1f0ecb3be6,-119.0859016,35.01921786
602,,BW,Rebar,,203,2012-2013,,,,,,,0,H203,8f71c4c0-1f94-498d-bdb4-d0efbfdce032,-119.0860077,35.01908895
603,,BW,Rebar,,0,2012-2013,,,,,,,0,,d769c0b4-6158-457e-b2ed-4a63f76402e3,-119.0859532,35.01904785
604,,BW,Rebar,,0,2012-2013,,,,,,,0,,43551ac0-9586-4b3f-86f1-b764c7115cec,-119.0858245,35.01896624
605,,BW,Rebar,,114,2012-2013,,,,,,,0,H114,2314c189-b0c8-44bd-a52a-68ecb656dc4a,-119.0860343,35.0189291
607,,BW,Rebar,,115,2012-2013,,,,,,,0,H115,713eb0bc-bf1b-4a1c-852c-c6073ef08204,-119.086192,35.01872074
608,,BW,Rebar,,0,2012-2013,,,,,,,0,,53afc6ec-7688-4368-bb3f-2605fcbd73c3,-119.0861712,35.01866786
609,,BW,Rebar,,200,2012-2013,,,,,,,0,H200,c40e95df-2bc0-4841-8323-4b814d1ea36a,-119.0861927,35.01862492
610,,BW,Rebar,,118,2012-2013,,,,,,,0,H118,5fced65b-a8a2-44aa-8315-04fb288fb85c,-119.0862334,35.01861148
611,,BW,Rebar,,0,2012-2013,,,,,,,0,,36c7a37c-1925-4047-9cee-0d12e3c1787e,-119.0862641,35.01856884
614,,bw,Rebar,,18,2012-2013,,,,,,,0,,d4862766-4b4c-4da0-b15c-6568878b5b2b,-119.1804738,34.99280582
615,,bw,Rebar,,25,2012-2013,,,,,,,0,,8885d2be-c3b5-4770-9528-095cd133b7ec,-119.1804595,34.99286199
616,,BW,Rebar,,201,2012-2013,,,,,,,0,,bbf02b78-cd26-4445-ac73-1b1303a3ac4b,-119.0864281,35.01898346
621,,BW,Rebar,,0,2012-2013,,,,,,,0,,f8a6f5e1-9686-4b08-8686-cecd1b8faf47,-119.1848424,34.98206861
622,,BW,Rebar,,0,2012-2013,,,,,,,0,,2f71dffa-a4eb-49f6-943f-0ce6c34e9b48,-119.1849049,34.98207625
623,,BW,Rebar,,333,2012-2013,,,,,,,0,"dead, pads absent",dc52d74c-ffae-48db-9f41-a66935d3a124,-119.1849265,34.9820854
625,,BW,Rebar,,312,2012-2013,,,,,,,0,pads absent,866220c7-b603-4d04-96df-e7a8e690a8aa,-119.1850018,34.98222075
626,,BW,Rebar,,315,2012-2013,,,,,,,0,pads  absent,60afbce7-1794-40ce-a980-dfa09703c291,-119.1850009,34.98223604
627,,BW,Rebar,,314,2012-2013,,,,,,,0,pads  absent,3a10c47b-b139-4885-9413-107cf44025d9,-119.1849732,34.98222916
628,,BW,Rebar,,321,2012-2013,,,,,,,0,pads  absent,9d0a4999-59c4-41e6-9a99-f7cda0a0f5e2,-119.1849855,34.98224163
629,,BW,Rebar,,316,2012-2013,,,,,,,0,pads  absent,6ab0ae66-1836-4630-bc95-f9678ad5a4b6,-119.1849931,34.98226294
630,,BW,Rebar,,319,2012-2013,,,,,,,0,pads absent,22f3c649-e8d4-42a4-9ad9-4f055284a7b7,-119.1849722,34.98225975
631,,BW,Rebar,,320,2012-2013,,,,,,,0,pads  absent,9242e025-1835-4d94-b6b8-9bbc0e42a90c,-119.1850277,34.98228282
635,,BW,Rebar,,0,2012-2013,,,,,,,0,,0114139f-8282-4704-af4d-4faec5fa7f65,-119.1855597,34.98295733
636,,BW,Rebar,,311,2012-2013,,,,,,,0,,a15ff8d9-67ba-4163-ae20-3b55dbf8d943,-119.1855916,34.98300332
124,8/13/2018 15:17,Brooke Wainwright,Vaca,Lobos,667,2013-2014,0,,,,,,1,No pads present,5c8354c7-c14b-4bd3-a92c-14a089f4da80,-119.2181122,35.00087968
249,,BW,Rocks,Salt,685,2013-2014,,,,,,,0,,257e04e3-896b-4b1e-a227-a2bed6f8101f,-118.9719645,34.97718457
265,,BW,Vaca,Salt,692,2013-2014,,,,,,,0,"evidence of flowers 6, one fallen pad",2d206aff-1393-449e-a185-15392c46a418,-118.9730228,34.97612104
285,,BW,Rebar,Salt,690,2013-2014,,,,,,,0,evidence of flowers  10,506a3817-edd6-498b-8a19-338a571e4e43,-118.9727556,34.97644741
287,,BW,Vaca,Salt,692,2013-2014,,,,,,,0,,312c4b8d-f1e4-4a82-875f-032ab53c09ac,-118.9730258,34.97617049
290,,DC,Rocks and Rebar,Salt,670,2013-2014,,,,,,,0,,2e0f7465-c65f-4adf-a38c-2457b52a8bd5,-118.9716513,34.97681407
292,,DC,Vaca,Salt,671,2013-2014,,,,,,,0,not sure if right tag #,403bfc02-9b89-465c-a32a-50e0bf713f70,-118.9718094,34.97670364
294,,DC,Rocks and Rebar,Salt,672,2013-2014,,,,,,,0,,aef0df39-c2d6-41ba-b96d-fd4d83fa7006,-118.9719494,34.97662617
300,,DC,Rocks and Rebar,Salt,676,2013-2014,,,,,,,0,,e5c9edc7-f65d-4545-b9dc-6a0ac9527e1e,-118.9724697,34.97618893
309,,DC,Rocks,Salt,679,2013-2014,,,,,,,0,,d7a51923-cc37-4cf8-bfc8-774dec4646b2,-118.9724036,34.97638594
311,,DC,Rocks and Rebar,Salt,680,2013-2014,,,,,,,0,,1e4dc240-c36d-4191-99c7-34a4641dce38,-118.9723052,34.97641301
314,,DC,Rocks and Rebar,Salt,681,2013-2014,,,,,,,0,,f947b500-bf37-4bff-9549-c5a835113e1d,-118.9722214,34.97653265
324,,DC,Vaca,Salt,682,2013-2014,,,,,,,0,,0b3ac6a4-8b5d-431c-8eb5-72da7cec0a96,-118.9720672,34.97674247
333,,DC,Rocks and Rebar,Salt,689,2013-2014,,,,,,,0,,cb1afd91-0ca0-4808-9dc7-20b20a00fc17,-118.972653,34.97655145
337,,DC,Rocks and Rebar,Salt,688,2013-2014,,,,,,,0,,bbc301cc-1385-437c-8b90-6620e87095ad,-118.9724603,34.97669375
84,7/31/2018 17:31,Brooke Wainwright,Rocks,San Emigdio,622,2013-2014,4,,,,,,0,,7c83978b-266d-4313-9030-97d27579aa1c,-119.1728395,35.01012127
760,7/21/2018 19:41,Brooke Wainwright,Rocks,San Emigdio,605,2013-2014,4,,,,,,1,,172295d1-497d-422f-b232-b8ee252ef071,-119.1852091,34.98284255
339,,JV,Rebar,Historic,694,2013-2014,,,,,,,0,some signs of mild rot(browning); overall healthy(green),9bf47f4d-1a61-42bc-9a72-7e586d0f2799,-119.0867448,35.01981353
341,,JV,Vaca,Historic,693,2013-2014,,,,,,,0,,ea359ca6-91fd-44a5-ba9f-9525a354efdf,-119.0867331,35.01995649
350,,JV,Rebar,Historic,706,2013-2014,,,,,,,0,,f0623aed-26a5-457f-b6c3-2b8d19a0aeec,-119.0871345,35.01977822
361,,JV,Vaca,Historic,711,2013-2014,,,,,,,0,RE-VISIT,ec7ca447-da63-4340-8748-66f36c2576dc,-119.0876509,35.01925143
365,,JV,Vaca,Historic,713,2013-2014,,,,,,,0,,913682f5-21ad-40cd-9d35-8d15f4854a44,-119.0876967,35.01875255
401,,JV,Rebar,Historic,705,2013-2014,,,,,,,0,,0cd965b4-ed5d-4cc6-a618-d135852936bb,-119.0871258,35.01962628
412,,JV,Rocks,Historic,703,2013-2014,,,,,,,0,,8b5d8b23-ba47-48b6-ad90-c9d1a3d148fb,-119.0870844,35.01937459
421,,JV,Rocks,Historic,699,2013-2014,,,,,,,0,,3c764394-60e4-4508-a401-1353eb721c6a,-119.0867198,35.0191042
431,,JV,Rebar,Historic,697,2013-2014,,,,,,,0,,9b49e490-0051-4011-a1e5-68a0f8db2b3c,-119.0867548,35.01937152
433,,JV,Rebar,Historic,809,2013-2014,,,,,,,0,,66b48bdc-37c7-4bad-a8ec-7f00289a55ce,-119.0867937,35.01950206
438,,JV,Rebar,Historic,0,2013-2014,,,,,,,0,,5ff77fb6-1dd8-43a8-b497-129d1f018ad2,-119.0869192,35.01955877
439,,JV,Rebar,Historic,695,2013-2014,,,,,,,0,,960e39d5-bfc2-4e97-b208-79e6f94e8093,-119.086697,35.01966174
121,,DC,Vaca,Lobos,664,2013-2014,,,,,,,0,,63efbe77-5551-4927-a375-23463a9faee7,-119.2178235,35.00036595
122,,DC,Vaca,Lobos,665,2013-2014,,,,,,,0,,1312197c-4616-481c-82ef-8e7d0dd101f3,-119.2179019,35.00056129
123,,DC,Vaca,Lobos,666,2013-2014,,,,,,,0,No pads present,385cab31-e60b-4d25-b0c2-05ae3112fa9d,-119.2179822,35.0006961
125,,DC,Vaca,Lobos,668,2013-2014,,,,,,,0,,11d5e882-e081-4713-a4da-c33188353a69,-119.2182244,35.00102546
126,,DC,Rebar,Lobos,669,2013-2014,,,,,,,0,No pads present,a8d3adce-7401-4326-b65c-26ef057e662a,-119.2183332,35.0011468
132,,DC,Rocks and Rebar,Lobos,662,2013-2014,,,,,,,0,,1e87f761-f73d-4d95-88cb-6819f32624c1,-119.2191334,34.99684066
136,,DC,Rocks and Rebar,Lobos,661,2013-2014,,,,,,,0,,9fca7243-43f4-41f3-9001-4980dfc86664,-119.2191932,34.99670035
157,,Dc,Rebar,Lobos,656,2013-2014,,,,,,,0,,74229ce7-2c26-4cda-9b22-5027c990a1f2,-119.2191925,34.99578707
199,,DC,Vaca,Lobos,650,2013-2014,,,,,,,0,,bfd7b175-3659-4691-9d66-0efd6a59b2e1,-119.2191896,34.99470303
213,,DC,Vaca,Lobos,647,2013-2014,,,,,,,0,,2a810482-457d-42a0-94fd-96ea1de3823e,-119.2191706,34.9943785
215,,DC,Vaca,Lobos,649,2013-2014,,,,,,,0,,eaca3fb7-40a5-432c-b511-78faf7f7bf74,-119.2193252,34.99457863
467,,EP,Rebar,,0,2013-2014,,,,,,,0,,5703daff-9a0c-4a78-b177-e38674f32a88,-119.2374883,35.02613768
469,,EP,Rebar,,724,2013-2014,,,,,,,0,,bd453bfa-ff5d-4176-9017-612a8b1eafd5,-119.2375798,35.02612068
474,,EP,Rebar,,631,2013-2014,,,,,,,0,,a820623a-08d4-4b3b-9c26-30e4b4cc17d3,-119.2380117,35.02598449
482,,EP,Rebar,,633,2013-2014,,,,,,,0,,94d0c496-9a71-48d4-a333-fa3579a8ffec,-119.2376232,35.02635374
484,,EP,Vaca,,644,2013-2014,,,,,,,0,,9878b4c0-c49a-4a21-aeb4-f7310610c1ce,-119.2379132,35.02536501
517,,BW,Vaca,,646,2013-2014,,,,,,,0,,7b2fcd9a-2c85-4935-a756-e3cbcb2cb2ff,-119.2382844,35.02501283
534,,BW,Rebar,,641,2013-2014,,,,,,,0,,c099e556-d0c0-4c01-b635-191c7d669eb1,-119.2376824,35.0259524
553,,BW,Rebar,,643,2013-2014,,,,,,,0,primary pads buried in muddy-leafy debris,55e4e73f-52e0-42b2-822d-2b326436b31f,-119.2377612,35.02554465
632,,BW,,,603,2013-2014,,,,,,,0,possible rebar removed but no clear protection,841c34b0-e246-4dce-bb52-42bee54d434e,-119.1851573,34.98237232
633,,BW,,,604,2013-2014,,,,,,,0,no clear  protection,6ebb6b72-52a7-4ad3-a495-80dcbf14162a,-119.1853388,34.98261144
